Benchmark,EPS Type,PE Type,EPS Change (%),PE Change (%),Adjusted EPS,Adjusted PE,Implied Index Level,Implied Return (%),Current EPS,Current PE,Current Index Level
S&P 500,fwd_1y,fwd_1y,-1.1102230246251565e-14,9.999999999999986,311.99999999999994,24.815999999999995,7742.591999999997,9.999999999999964,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,-1.1102230246251565e-14,19.999999999999986,311.99999999999994,27.071999999999992,8446.463999999996,19.99999999999995,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,-1.1102230246251565e-14,29.999999999999982,311.99999999999994,29.327999999999996,9150.335999999998,29.999999999999982,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,-1.1102230246251565e-14,39.99999999999998,311.99999999999994,31.583999999999996,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,-1.1102230246251565e-14,49.99999999999998,311.99999999999994,33.839999999999996,10558.079999999996,49.99999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,-50.0,343.19999999999993,11.28,3871.295999999999,-45.00000000000001,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,-40.0,343.19999999999993,13.536,4645.555199999999,-34.00000000000001,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,-30.000000000000004,343.19999999999993,15.791999999999998,5419.814399999998,-23.00000000000002,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,-20.000000000000007,343.19999999999993,18.048,6194.073599999998,-12.000000000000021,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,-10.000000000000009,343.19999999999993,20.304,6968.332799999998,-1.000000000000012,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,-1.1102230246251565e-14,343.19999999999993,22.559999999999995,7742.591999999997,9.999999999999964,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,9.999999999999986,343.19999999999993,24.815999999999995,8516.851199999997,20.999999999999975,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,19.999999999999986,343.19999999999993,27.071999999999992,9291.110399999996,31.99999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,29.999999999999982,343.19999999999993,29.327999999999996,10065.369599999996,42.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,39.99999999999998,343.19999999999993,31.583999999999996,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,9.999999999999986,49.99999999999998,343.19999999999993,33.839999999999996,11613.887999999997,64.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,-50.0,374.3999999999999,11.28,4223.231999999999,-40.0,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,-40.0,374.3999999999999,13.536,5067.878399999999,-28.000000000000014,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,-30.000000000000004,374.3999999999999,15.791999999999998,5912.524799999998,-16.000000000000014,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,-20.000000000000007,374.3999999999999,18.048,6757.171199999998,-4.000000000000014,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,-10.000000000000009,374.3999999999999,20.304,7601.817599999998,7.999999999999985,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,-1.1102230246251565e-14,374.3999999999999,22.559999999999995,8446.463999999996,19.99999999999995,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,9.999999999999986,374.3999999999999,24.815999999999995,9291.110399999996,31.99999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,19.999999999999986,374.3999999999999,27.071999999999992,10135.756799999996,43.99999999999995,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,29.999999999999982,374.3999999999999,29.327999999999996,10980.403199999997,55.999999999999986,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,39.99999999999998,374.3999999999999,31.583999999999996,11825.049599999997,67.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,19.999999999999986,49.99999999999998,374.3999999999999,33.839999999999996,12669.695999999996,79.99999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,-50.0,405.59999999999997,11.28,4575.168,-35.0,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,-40.0,405.59999999999997,13.536,5490.201599999999,-21.999999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,-30.000000000000004,405.59999999999997,15.791999999999998,6405.235199999998,-9.00000000000002,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,-20.000000000000007,405.59999999999997,18.048,7320.268799999999,4.0000000000000036,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,-10.000000000000009,405.59999999999997,20.304,8235.302399999999,16.999999999999993,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,-1.1102230246251565e-14,405.59999999999997,22.559999999999995,9150.335999999998,29.999999999999982,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,9.999999999999986,405.59999999999997,24.815999999999995,10065.369599999998,42.99999999999999,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,19.999999999999986,405.59999999999997,27.071999999999992,10980.403199999995,55.999999999999936,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,29.999999999999982,405.59999999999997,29.327999999999996,11895.436799999998,68.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,405.59999999999997,31.583999999999996,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,405.59999999999997,33.839999999999996,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,436.79999999999995,11.28,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,436.79999999999995,13.536,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,436.79999999999995,15.791999999999998,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,436.79999999999995,18.048,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,436.79999999999995,20.304,8868.787199999999,26.0,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,436.79999999999995,22.559999999999995,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,436.79999999999995,24.815999999999995,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,19.999999999999986,436.79999999999995,27.071999999999992,11825.049599999995,67.99999999999994,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,29.999999999999982,436.79999999999995,29.327999999999996,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,39.99999999999998,436.79999999999995,31.583999999999996,13795.891199999996,95.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,39.99999999999998,49.99999999999998,436.79999999999995,33.839999999999996,14781.311999999996,109.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,-50.0,467.99999999999994,11.28,5279.039999999999,-25.00000000000001,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,-40.0,467.99999999999994,13.536,6334.847999999999,-10.000000000000009,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,-30.000000000000004,467.99999999999994,15.791999999999998,7390.655999999998,4.999999999999982,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,-20.000000000000007,467.99999999999994,18.048,8446.463999999998,19.999999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,-10.000000000000009,467.99999999999994,20.304,9502.271999999999,35.00000000000001,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,-1.1102230246251565e-14,467.99999999999994,22.559999999999995,10558.079999999996,49.99999999999996,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,9.999999999999986,467.99999999999994,24.815999999999995,11613.887999999997,64.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,19.999999999999986,467.99999999999994,27.071999999999992,12669.695999999994,79.99999999999994,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,29.999999999999982,467.99999999999994,29.327999999999996,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,39.99999999999998,467.99999999999994,31.583999999999996,14781.311999999996,109.99999999999997,312.0,22.56,7038.719999999999
S&P 500,fwd_1y,fwd_1y,49.99999999999998,49.99999999999998,467.99999999999994,33.839999999999996,15837.119999999997,125.0,312.0,22.56,7038.719999999999
S&P 500,fwd_2y,fwd_2y,-50.0,-50.0,170.0,10.75,1827.5,-75.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,-40.0,170.0,12.9,2193.0,-70.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,-30.000000000000004,170.0,15.049999999999999,2558.5,-65.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,-20.000000000000007,170.0,17.2,2924.0,-60.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,-10.000000000000009,170.0,19.349999999999998,3289.4999999999995,-55.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,-1.1102230246251565e-14,170.0,21.499999999999996,3654.9999999999995,-50.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,9.999999999999986,170.0,23.65,4020.4999999999995,-45.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,19.999999999999986,170.0,25.799999999999994,4385.999999999999,-40.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,29.999999999999982,170.0,27.949999999999996,4751.499999999999,-35.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,39.99999999999998,170.0,30.099999999999998,5117.0,-30.000000000000004,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-50.0,49.99999999999998,170.0,32.24999999999999,5482.499999999999,-25.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,-50.0,204.0,10.75,2193.0,-70.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,-40.0,204.0,12.9,2631.6,-64.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,-30.000000000000004,204.0,15.049999999999999,3070.2,-58.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,-20.000000000000007,204.0,17.2,3508.7999999999997,-52.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,-10.000000000000009,204.0,19.349999999999998,3947.3999999999996,-46.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,-1.1102230246251565e-14,204.0,21.499999999999996,4385.999999999999,-40.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,9.999999999999986,204.0,23.65,4824.599999999999,-34.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,19.999999999999986,204.0,25.799999999999994,5263.199999999999,-28.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,29.999999999999982,204.0,27.949999999999996,5701.799999999999,-22.000000000000007,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,39.99999999999998,204.0,30.099999999999998,6140.4,-16.000000000000004,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-40.0,49.99999999999998,204.0,32.24999999999999,6578.999999999998,-10.00000000000002,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,-50.0,237.99999999999997,10.75,2558.4999999999995,-65.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,-40.0,237.99999999999997,12.9,3070.2,-58.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,-30.000000000000004,237.99999999999997,15.049999999999999,3581.899999999999,-51.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,-20.000000000000007,237.99999999999997,17.2,4093.5999999999995,-44.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,-10.000000000000009,237.99999999999997,19.349999999999998,4605.299999999999,-37.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,-1.1102230246251565e-14,237.99999999999997,21.499999999999996,5116.999999999998,-30.00000000000003,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,9.999999999999986,237.99999999999997,23.65,5628.699999999999,-23.00000000000002,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,19.999999999999986,237.99999999999997,25.799999999999994,6140.399999999998,-16.000000000000025,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,29.999999999999982,237.99999999999997,27.949999999999996,6652.0999999999985,-9.00000000000002,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,39.99999999999998,237.99999999999997,30.099999999999998,7163.799999999998,-2.000000000000024,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-30.000000000000004,49.99999999999998,237.99999999999997,32.24999999999999,7675.499999999997,4.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,-50.0,272.0,10.75,2924.0,-60.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,-40.0,272.0,12.9,3508.8,-52.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,-30.000000000000004,272.0,15.049999999999999,4093.6,-44.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,-20.000000000000007,272.0,17.2,4678.4,-36.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,-10.000000000000009,272.0,19.349999999999998,5263.2,-28.000000000000004,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,-1.1102230246251565e-14,272.0,21.499999999999996,5847.999999999999,-20.000000000000018,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,9.999999999999986,272.0,23.65,6432.799999999999,-12.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,19.999999999999986,272.0,25.799999999999994,7017.5999999999985,-4.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,29.999999999999982,272.0,27.949999999999996,7602.399999999999,3.9999999999999813,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,39.99999999999998,272.0,30.099999999999998,8187.2,11.99999999999999,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-20.000000000000007,49.99999999999998,272.0,32.24999999999999,8771.999999999998,19.99999999999997,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,-50.0,305.99999999999994,10.75,3289.4999999999995,-55.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,-40.0,305.99999999999994,12.9,3947.399999999999,-46.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,-30.000000000000004,305.99999999999994,15.049999999999999,4605.299999999999,-37.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,-20.000000000000007,305.99999999999994,17.2,5263.199999999999,-28.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,-10.000000000000009,305.99999999999994,19.349999999999998,5921.0999999999985,-19.000000000000018,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,-1.1102230246251565e-14,305.99999999999994,21.499999999999996,6578.999999999997,-10.000000000000043,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,9.999999999999986,305.99999999999994,23.65,7236.899999999998,-1.0000000000000342,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,19.999999999999986,305.99999999999994,25.799999999999994,7894.7999999999965,7.999999999999963,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,29.999999999999982,305.99999999999994,27.949999999999996,8552.699999999997,16.99999999999997,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,39.99999999999998,305.99999999999994,30.099999999999998,9210.599999999999,25.99999999999998,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-10.000000000000009,49.99999999999998,305.99999999999994,32.24999999999999,9868.499999999996,34.99999999999994,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,-50.0,339.99999999999994,10.75,3654.9999999999995,-50.0,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,-40.0,339.99999999999994,12.9,4385.999999999999,-40.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,-30.000000000000004,339.99999999999994,15.049999999999999,5116.999999999999,-30.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,-20.000000000000007,339.99999999999994,17.2,5847.999999999999,-20.000000000000018,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,-10.000000000000009,339.99999999999994,19.349999999999998,6578.999999999998,-10.00000000000002,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,-1.1102230246251565e-14,339.99999999999994,21.499999999999996,7309.999999999997,-3.3306690738754696e-14,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,9.999999999999986,339.99999999999994,23.65,8040.999999999998,9.999999999999964,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,19.999999999999986,339.99999999999994,25.799999999999994,8771.999999999996,19.99999999999995,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,29.999999999999982,339.99999999999994,27.949999999999996,9502.999999999996,29.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,39.99999999999998,339.99999999999994,30.099999999999998,10233.999999999998,39.99999999999997,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,-1.1102230246251565e-14,49.99999999999998,339.99999999999994,32.24999999999999,10964.999999999996,49.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,-50.0,373.99999999999994,10.75,4020.4999999999995,-45.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,-40.0,373.99999999999994,12.9,4824.599999999999,-34.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,-30.000000000000004,373.99999999999994,15.049999999999999,5628.699999999999,-23.00000000000002,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,-20.000000000000007,373.99999999999994,17.2,6432.799999999998,-12.000000000000021,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,-10.000000000000009,373.99999999999994,19.349999999999998,7236.899999999998,-1.0000000000000342,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,-1.1102230246251565e-14,373.99999999999994,21.499999999999996,8040.999999999997,9.999999999999964,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,9.999999999999986,373.99999999999994,23.65,8845.099999999999,20.999999999999975,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,19.999999999999986,373.99999999999994,25.799999999999994,9649.199999999995,31.99999999999994,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,29.999999999999982,373.99999999999994,27.949999999999996,10453.299999999997,42.99999999999997,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,39.99999999999998,373.99999999999994,30.099999999999998,11257.399999999998,53.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,9.999999999999986,49.99999999999998,373.99999999999994,32.24999999999999,12061.499999999996,64.99999999999994,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,-50.0,407.9999999999999,10.75,4385.999999999999,-40.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,-40.0,407.9999999999999,12.9,5263.199999999999,-28.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,-30.000000000000004,407.9999999999999,15.049999999999999,6140.399999999998,-16.000000000000025,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,-20.000000000000007,407.9999999999999,17.2,7017.599999999998,-4.000000000000037,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,-10.000000000000009,407.9999999999999,19.349999999999998,7894.7999999999965,7.999999999999963,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,-1.1102230246251565e-14,407.9999999999999,21.499999999999996,8771.999999999996,19.99999999999995,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,9.999999999999986,407.9999999999999,23.65,9649.199999999997,31.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,19.999999999999986,407.9999999999999,25.799999999999994,10526.399999999994,43.99999999999993,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,29.999999999999982,407.9999999999999,27.949999999999996,11403.599999999995,55.999999999999936,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,39.99999999999998,407.9999999999999,30.099999999999998,12280.799999999996,67.99999999999994,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,19.999999999999986,49.99999999999998,407.9999999999999,32.24999999999999,13157.999999999993,79.99999999999989,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,-50.0,441.99999999999994,10.75,4751.499999999999,-35.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,-40.0,441.99999999999994,12.9,5701.799999999999,-22.000000000000007,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,-30.000000000000004,441.99999999999994,15.049999999999999,6652.0999999999985,-9.00000000000002,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,-20.000000000000007,441.99999999999994,17.2,7602.399999999999,3.9999999999999813,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,-10.000000000000009,441.99999999999994,19.349999999999998,8552.699999999997,16.99999999999997,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,-1.1102230246251565e-14,441.99999999999994,21.499999999999996,9502.999999999996,29.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,9.999999999999986,441.99999999999994,23.65,10453.299999999997,42.99999999999997,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,19.999999999999986,441.99999999999994,25.799999999999994,11403.599999999995,55.999999999999936,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,29.999999999999982,441.99999999999994,27.949999999999996,12353.899999999996,68.99999999999994,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,39.99999999999998,441.99999999999994,30.099999999999998,13304.199999999997,81.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,29.999999999999982,49.99999999999998,441.99999999999994,32.24999999999999,14254.499999999995,94.99999999999993,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,-50.0,475.99999999999994,10.75,5116.999999999999,-30.000000000000014,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,-40.0,475.99999999999994,12.9,6140.4,-16.000000000000004,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,-30.000000000000004,475.99999999999994,15.049999999999999,7163.799999999998,-2.000000000000024,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,-20.000000000000007,475.99999999999994,17.2,8187.199999999999,11.99999999999999,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,-10.000000000000009,475.99999999999994,19.349999999999998,9210.599999999999,25.99999999999998,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,-1.1102230246251565e-14,475.99999999999994,21.499999999999996,10233.999999999996,39.99999999999994,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,9.999999999999986,475.99999999999994,23.65,11257.399999999998,53.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,19.999999999999986,475.99999999999994,25.799999999999994,12280.799999999996,67.99999999999994,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,29.999999999999982,475.99999999999994,27.949999999999996,13304.199999999997,81.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,39.99999999999998,475.99999999999994,30.099999999999998,14327.599999999997,95.99999999999996,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,39.99999999999998,49.99999999999998,475.99999999999994,32.24999999999999,15350.999999999995,109.99999999999991,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,49.99999999999998,-50.0,509.99999999999994,10.75,5482.499999999999,-25.00000000000001,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,49.99999999999998,-40.0,509.99999999999994,12.9,6578.999999999999,-10.000000000000009,340.0,21.5,7310.0
S&P 500,fwd_2y,fwd_2y,49.99999999999998,-30.000000000000004,509.99999999999994,15.049999999999999,7675.499999999998,4.999999999999982,340.0,21.5,7310.0
