Benchmark,EPS Type,PE Type,EPS Change (%),PE Change (%),Interest Rate Change (bps),Adjusted EPS,Adjusted PE,Adjusted Interest Rate,Implied Index Level,Implied Return (%),Current EPS,Current PE,Current Index Level,Current Interest Rate
S&P 500,fwd_1y,fwd_1y,29.999999999999982,29.999999999999982,175,405.59999999999997,29.327999999999996,6.0,11895.436799999998,68.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,29.999999999999982,200,405.59999999999997,29.327999999999996,6.25,11895.436799999998,68.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,-200,405.59999999999997,31.583999999999996,2.25,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,-175,405.59999999999997,31.583999999999996,2.5,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,-150,405.59999999999997,31.583999999999996,2.75,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,-125,405.59999999999997,31.583999999999996,3.0,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,-100,405.59999999999997,31.583999999999996,3.25,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,-75,405.59999999999997,31.583999999999996,3.5,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,-50,405.59999999999997,31.583999999999996,3.75,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,-25,405.59999999999997,31.583999999999996,4.0,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,0,405.59999999999997,31.583999999999996,4.25,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,25,405.59999999999997,31.583999999999996,4.5,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,50,405.59999999999997,31.583999999999996,4.75,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,75,405.59999999999997,31.583999999999996,5.0,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,100,405.59999999999997,31.583999999999996,5.25,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,125,405.59999999999997,31.583999999999996,5.5,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,150,405.59999999999997,31.583999999999996,5.75,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,175,405.59999999999997,31.583999999999996,6.0,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,39.99999999999998,200,405.59999999999997,31.583999999999996,6.25,12810.470399999997,81.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,-200,405.59999999999997,33.839999999999996,2.25,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,-175,405.59999999999997,33.839999999999996,2.5,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,-150,405.59999999999997,33.839999999999996,2.75,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,-125,405.59999999999997,33.839999999999996,3.0,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,-100,405.59999999999997,33.839999999999996,3.25,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,-75,405.59999999999997,33.839999999999996,3.5,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,-50,405.59999999999997,33.839999999999996,3.75,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,-25,405.59999999999997,33.839999999999996,4.0,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,0,405.59999999999997,33.839999999999996,4.25,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,25,405.59999999999997,33.839999999999996,4.5,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,50,405.59999999999997,33.839999999999996,4.75,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,75,405.59999999999997,33.839999999999996,5.0,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,100,405.59999999999997,33.839999999999996,5.25,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,125,405.59999999999997,33.839999999999996,5.5,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,150,405.59999999999997,33.839999999999996,5.75,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,175,405.59999999999997,33.839999999999996,6.0,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,29.999999999999982,49.99999999999998,200,405.59999999999997,33.839999999999996,6.25,13725.503999999997,94.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,-200,436.79999999999995,11.28,2.25,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,-175,436.79999999999995,11.28,2.5,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,-150,436.79999999999995,11.28,2.75,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,-125,436.79999999999995,11.28,3.0,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,-100,436.79999999999995,11.28,3.25,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,-75,436.79999999999995,11.28,3.5,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,-50,436.79999999999995,11.28,3.75,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,-25,436.79999999999995,11.28,4.0,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,0,436.79999999999995,11.28,4.25,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,25,436.79999999999995,11.28,4.5,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,50,436.79999999999995,11.28,4.75,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,75,436.79999999999995,11.28,5.0,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,100,436.79999999999995,11.28,5.25,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,125,436.79999999999995,11.28,5.5,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,150,436.79999999999995,11.28,5.75,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,175,436.79999999999995,11.28,6.0,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-50.0,200,436.79999999999995,11.28,6.25,4927.103999999999,-30.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,-200,436.79999999999995,13.536,2.25,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,-175,436.79999999999995,13.536,2.5,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,-150,436.79999999999995,13.536,2.75,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,-125,436.79999999999995,13.536,3.0,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,-100,436.79999999999995,13.536,3.25,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,-75,436.79999999999995,13.536,3.5,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,-50,436.79999999999995,13.536,3.75,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,-25,436.79999999999995,13.536,4.0,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,0,436.79999999999995,13.536,4.25,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,25,436.79999999999995,13.536,4.5,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,50,436.79999999999995,13.536,4.75,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,75,436.79999999999995,13.536,5.0,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,100,436.79999999999995,13.536,5.25,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,125,436.79999999999995,13.536,5.5,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,150,436.79999999999995,13.536,5.75,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,175,436.79999999999995,13.536,6.0,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-40.0,200,436.79999999999995,13.536,6.25,5912.524799999999,-16.000000000000004,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,-200,436.79999999999995,15.791999999999998,2.25,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,-175,436.79999999999995,15.791999999999998,2.5,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,-150,436.79999999999995,15.791999999999998,2.75,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,-125,436.79999999999995,15.791999999999998,3.0,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,-100,436.79999999999995,15.791999999999998,3.25,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,-75,436.79999999999995,15.791999999999998,3.5,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,-50,436.79999999999995,15.791999999999998,3.75,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,-25,436.79999999999995,15.791999999999998,4.0,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,0,436.79999999999995,15.791999999999998,4.25,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,25,436.79999999999995,15.791999999999998,4.5,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,50,436.79999999999995,15.791999999999998,4.75,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,75,436.79999999999995,15.791999999999998,5.0,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,100,436.79999999999995,15.791999999999998,5.25,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,125,436.79999999999995,15.791999999999998,5.5,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,150,436.79999999999995,15.791999999999998,5.75,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,175,436.79999999999995,15.791999999999998,6.0,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-30.000000000000004,200,436.79999999999995,15.791999999999998,6.25,6897.945599999998,-2.000000000000013,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,-200,436.79999999999995,18.048,2.25,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,-175,436.79999999999995,18.048,2.5,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,-150,436.79999999999995,18.048,2.75,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,-125,436.79999999999995,18.048,3.0,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,-100,436.79999999999995,18.048,3.25,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,-75,436.79999999999995,18.048,3.5,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,-50,436.79999999999995,18.048,3.75,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,-25,436.79999999999995,18.048,4.0,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,0,436.79999999999995,18.048,4.25,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,25,436.79999999999995,18.048,4.5,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,50,436.79999999999995,18.048,4.75,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,75,436.79999999999995,18.048,5.0,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,100,436.79999999999995,18.048,5.25,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,125,436.79999999999995,18.048,5.5,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,150,436.79999999999995,18.048,5.75,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,175,436.79999999999995,18.048,6.0,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-20.000000000000007,200,436.79999999999995,18.048,6.25,7883.366399999998,11.99999999999999,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,-200,436.79999999999995,20.304,2.25,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,-175,436.79999999999995,20.304,2.5,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,-150,436.79999999999995,20.304,2.75,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,-125,436.79999999999995,20.304,3.0,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,-100,436.79999999999995,20.304,3.25,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,-75,436.79999999999995,20.304,3.5,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,-50,436.79999999999995,20.304,3.75,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,-25,436.79999999999995,20.304,4.0,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,0,436.79999999999995,20.304,4.25,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,25,436.79999999999995,20.304,4.5,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,50,436.79999999999995,20.304,4.75,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,75,436.79999999999995,20.304,5.0,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,100,436.79999999999995,20.304,5.25,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,125,436.79999999999995,20.304,5.5,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,150,436.79999999999995,20.304,5.75,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,175,436.79999999999995,20.304,6.0,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-10.000000000000009,200,436.79999999999995,20.304,6.25,8868.787199999999,26.0,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,-200,436.79999999999995,22.559999999999995,2.25,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,-175,436.79999999999995,22.559999999999995,2.5,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,-150,436.79999999999995,22.559999999999995,2.75,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,-125,436.79999999999995,22.559999999999995,3.0,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,-100,436.79999999999995,22.559999999999995,3.25,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,-75,436.79999999999995,22.559999999999995,3.5,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,-50,436.79999999999995,22.559999999999995,3.75,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,-25,436.79999999999995,22.559999999999995,4.0,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,0,436.79999999999995,22.559999999999995,4.25,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,25,436.79999999999995,22.559999999999995,4.5,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,50,436.79999999999995,22.559999999999995,4.75,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,75,436.79999999999995,22.559999999999995,5.0,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,100,436.79999999999995,22.559999999999995,5.25,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,125,436.79999999999995,22.559999999999995,5.5,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,150,436.79999999999995,22.559999999999995,5.75,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,175,436.79999999999995,22.559999999999995,6.0,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,-1.1102230246251565e-14,200,436.79999999999995,22.559999999999995,6.25,9854.207999999997,39.99999999999997,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,-200,436.79999999999995,24.815999999999995,2.25,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,-175,436.79999999999995,24.815999999999995,2.5,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,-150,436.79999999999995,24.815999999999995,2.75,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,-125,436.79999999999995,24.815999999999995,3.0,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,-100,436.79999999999995,24.815999999999995,3.25,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,-75,436.79999999999995,24.815999999999995,3.5,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,-50,436.79999999999995,24.815999999999995,3.75,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,-25,436.79999999999995,24.815999999999995,4.0,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,0,436.79999999999995,24.815999999999995,4.25,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,25,436.79999999999995,24.815999999999995,4.5,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
S&P 500,fwd_1y,fwd_1y,39.99999999999998,9.999999999999986,50,436.79999999999995,24.815999999999995,4.75,10839.628799999997,53.99999999999996,312.0,22.56,7038.719999999999,4.25
